acousticness,added_at,artist,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,name,popularity,preview_url,speechiness,tempo,time_signature,track_img,valence
0.678,10/14/16,Macklemore,0.494,223459,0.612,0,11,0.0913,-6.936,Drug Dealer (feat. Ariana DeBoo),71,https://p.scdn.co/mp3-preview/f09e23d37339bdcdee863b0a48ace62ced319f04?cid=930456c642564135939390fde3dd06bf,0.291,151.091,4,https://i.scdn.co/image/f403ccd46a3147fe0b2be58fb3ff8c08f910a9ef,0.221
0.906,10/14/16,Camille Saint-SaÃ«ns,0.442,432133,0.181,0.656,7,0.0598,-20.419,"Danse macabre in G Minor, Op. 40",51,https://p.scdn.co/mp3-preview/1a3894a986cf8b741768389eafd4b09d2dcd7f4d?cid=930456c642564135939390fde3dd06bf,0.0443,115.884,4,https://i.scdn.co/image/2201a864fe08d655f66c83b205cf36f34093ef28,0.17
0.253,10/14/16,Saint Motel,0.629,207427,0.785,0,2,0.0943,-4.598,Born Again,42,https://p.scdn.co/mp3-preview/84ba863b9ca756d18ecc19b3507215c92293c4bc?cid=930456c642564135939390fde3dd06bf,0.0274,97.435,4,https://i.scdn.co/image/0f01ae79be1a6fd3e72b02ef8e6cc68d000b0af2,0.61
0.565,10/14/16,MÃ¸me,0.703,172907,0.569,0.00759,1,0.159,-6.883,Hold On,43,https://p.scdn.co/mp3-preview/511b013b2746d911af99b62a062a7becf9bd58b4?cid=930456c642564135939390fde3dd06bf,0.0881,107.95,4,https://i.scdn.co/image/8322ef63b9078689d8b9526fc254fca13f37ff8b,0.396
0.0551,10/12/16,Getter,0.67,242667,0.702,0.103,6,0.341,-2.143,Something New,50,https://p.scdn.co/mp3-preview/ea14acad83f7d070d9d66ce73f7ea8625a0f2b08?cid=930456c642564135939390fde3dd06bf,0.0941,90.017,4,https://i.scdn.co/image/ccffd5ff5f8668f200af0b2a9212f35eaf75d4d7,0.12
0.736,10/11/16,Mura Masa,0.571,145655,0.373,0.458,11,0.141,-8.068,Lotus Eater,59,https://p.scdn.co/mp3-preview/ab8c2e86f97952ed1366af25635e7bfff4c85a26?cid=930456c642564135939390fde3dd06bf,0.348,135.796,1,https://i.scdn.co/image/5c3c5d97394b602fd8a78649d94c8c31f065161f,0.542
0.0195,10/10/16,Ruby Empress,0.538,223853,0.69,0.141,9,0.168,-7.836,Strung Out,48,https://p.scdn.co/mp3-preview/1de546dab4e20ef78af101b459cdd3afdeba0b97?cid=930456c642564135939390fde3dd06bf,0.0378,100.006,4,https://i.scdn.co/image/f16aaf49b29ba49c484da18d8303ce2e339284ca,0.335
0.528,10/10/16,Cospe,0.871,232093,0.509,0.623,2,0.151,-8.809,Cotton Candy,43,https://p.scdn.co/mp3-preview/81fa82edfe865e890dd5c0ed2c96ee93b7de2edd?cid=930456c642564135939390fde3dd06bf,0.0506,126.982,4,https://i.scdn.co/image/c1a04f22e855190704a449d0270f7779d2135622,0.796
0.0284,10/10/16,Beshken,0.77,209136,0.596,1.28E-06,2,0.161,-8.887,Know You Well (feat. Mothica & Mayo),41,https://p.scdn.co/mp3-preview/d1f6eaccdb5d149ff8658082cd95c0a5e53f0652?cid=930456c642564135939390fde3dd06bf,0.0491,112.011,4,https://i.scdn.co/image/4189c33b660012de04f863b85967c73ce79f5e65,0.348
0.291,10/10/16,Dropout,0.635,279652,0.943,0.00154,2,0.0958,-2.227,You Always Win,51,https://p.scdn.co/mp3-preview/ba7ea570e0884521ca3c583991713cb89c59218f?cid=930456c642564135939390fde3dd06bf,0.0349,115.019,4,https://i.scdn.co/image/935192a539e8df210f0e8c870340fc327cadd652,0.328
0.0386,10/10/16,Jarryd James,0.526,275787,0.753,0.00235,4,0.174,-3.801,Do You Remember - Chet Porter Remix,37,https://p.scdn.co/mp3-preview/f92ff9c336471195a06b1a9570fd5a99f56811cd?cid=930456c642564135939390fde3dd06bf,0.0294,144.01,4,https://i.scdn.co/image/c116528060d82c9718b3e1d79e4cdc7ff0e664e3,0.293
0.00919,10/10/16,GRiZ,0.562,427806,0.846,0.00117,9,0.239,-5.178,Before I Go,31,,0.0637,99.027,4,https://i.scdn.co/image/7db0b998d21d7ddc389c80f0eface569e6243519,0.158
0.0736,10/5/16,Tobtok,0.773,315707,0.53,0.456,10,0.0642,-6.651,Aber,44,https://p.scdn.co/mp3-preview/7c825e02563fc45a48fd07cf31ae086b71b80e38?cid=930456c642564135939390fde3dd06bf,0.0513,125.005,4,https://i.scdn.co/image/a50e81e1db6a88ff337dbe1d29613ddcba10af91,0.462
0.0774,10/5/16,Sam Feldt & De Hofnar,0.805,333924,0.627,0.0388,2,0.1,-9.511,Bloesem,16,https://p.scdn.co/mp3-preview/d632870010ed880fcefbf6edac592d9f0c78081a?cid=930456c642564135939390fde3dd06bf,0.069,115.002,4,https://i.scdn.co/image/86da272e2789086514d507cfc32cbd0d0665bfdf,0.565
0.123,10/5/16,Lea Rue,0.726,204375,0.607,0.000892,11,0.108,-9.177,I Can`t Say No! - Broiler Remix,52,https://p.scdn.co/mp3-preview/e2921f88421c081a8985913deb324036ed1d44af?cid=930456c642564135939390fde3dd06bf,0.0506,127.991,4,https://i.scdn.co/image/9e96771e68c382e6d64fae4695239544089ac2f3,0.217
0.301,10/4/16,Qrion,0.759,257957,0.68,0.582,3,0.089,-6.439,Beach,35,https://p.scdn.co/mp3-preview/7bc3e5bcf8e90b7774edf934e7b5f8c42106b468?cid=930456c642564135939390fde3dd06bf,0.0335,120.012,4,https://i.scdn.co/image/7fd17edabc0c49305beb4500f937b42f90bb0754,0.479
0.00305,10/4/16,Krrum,0.7,217010,0.244,0.00272,5,0.197,-12.348,Minnows,26,https://p.scdn.co/mp3-preview/030aa0893975919b1ba76439f4bca596d4e8acf8?cid=930456c642564135939390fde3dd06bf,0.107,85.01,4,https://i.scdn.co/image/fcc7744cec78600c846069eb5e22316a51b9e7d3,0.497
0.0918,10/3/16,Sinn Sisamouth,0.517,116653,0.49,0.171,0,0.311,-12.438,Mou Pei Na,22,https://p.scdn.co/mp3-preview/6eaf37637fd7c2d6c0ac6aae23de32f5b2320871?cid=930456c642564135939390fde3dd06bf,0.0388,120.152,4,https://i.scdn.co/image/69ebec0411e14a8793c9bf47be0d296e0db455ad,0.921
0.481,10/3/16,Sinn Sisamouth,0.555,176320,0.43,0.494,0,0.159,-9.798,Kung Prous Srolanch,21,https://p.scdn.co/mp3-preview/8aac9b98d7dbecbefc425506fd1b9c41aee0096b?cid=930456c642564135939390fde3dd06bf,0.0661,94.197,4,https://i.scdn.co/image/c67282a0992b6a5c72b719d8d4c86679130a0e0c,0.68
0.103,10/3/16,Mtbrd,0.694,99265,0.871,0.000505,6,0.0649,-9.299,Crazy About You,36,https://p.scdn.co/mp3-preview/8025de3e374b5e6bb62e53b603b13be864aa98a4?cid=930456c642564135939390fde3dd06bf,0.186,130.604,5,https://i.scdn.co/image/9d25175aeb89f0f74ac6aa101c3807bd46d66e02,0.645
0.0802,10/3/16,SRTW,0.843,209207,0.796,0.0202,1,0.0934,-3.979,We Were Young - Sascha Kloeber Radio Mix,40,https://p.scdn.co/mp3-preview/e4675afd3056302c5094e293bb85d7f00f63d1d9?cid=930456c642564135939390fde3dd06bf,0.0448,120.045,4,https://i.scdn.co/image/bd904c1372c910c83d7e5a640cbc0d169ee9cb5a,0.702
0.277,10/2/16,Keys N Krates,0.754,192000,0.891,0.0382,7,0.122,-5.516,Dum Dee Dum,56,https://p.scdn.co/mp3-preview/d6439e90cb964091c7d047f4be4e65401bfe2f74?cid=930456c642564135939390fde3dd06bf,0.174,160.032,4,https://i.scdn.co/image/ee35b3a6368a73d8f1e2b3d705f1bde39d240bac,0.517
0.00315,9/30/16,Glass Animals,0.685,385857,0.691,0.774,8,0.0776,-8.835,Life Itself - Roosevelt Remix,48,https://p.scdn.co/mp3-preview/25cdcfdd3b87fd42b6679c1c9768d3dcc23298e9?cid=930456c642564135939390fde3dd06bf,0.0434,115.002,4,https://i.scdn.co/image/4c90ae7e7adc1f3faa52d2df4cdb2b473e2f457c,0.848
0.055,9/30/16,BÃ˜RNS,0.514,224413,0.876,2.48E-05,7,0.0474,-4.931,American Money - Virtu Remix,43,https://p.scdn.co/mp3-preview/471727d55ef99d8bae744b8d34839b7143b040ce?cid=930456c642564135939390fde3dd06bf,0.296,75.032,4,https://i.scdn.co/image/e9514de8412216b2809e6b01542c250912a8151a,0.265
0.00664,9/29/16,GRiZ,0.554,273918,0.528,0.0817,9,0.211,-6.912,Gotta Push On,38,,0.0501,149.86,4,https://i.scdn.co/image/7db0b998d21d7ddc389c80f0eface569e6243519,0.444
0.0327,9/27/16,Hudson Mohawke,0.531,211332,0.693,0.74,1,0.399,-7.102,Chimes,54,https://p.scdn.co/mp3-preview/09262dabe546a4dcc7f8272582e8bac874d989a0?cid=930456c642564135939390fde3dd06bf,0.069,141.057,4,https://i.scdn.co/image/96f87f69fd22dd8c30bc319cd73955bdaec8c030,0.537
0.0137,9/26/16,Diskopunk,0.804,310250,0.973,0.316,9,0.0524,-1.213,Fire (A.A. Remix) [feat. A.A.],37,https://p.scdn.co/mp3-preview/51e74b6bc988b9c3aa1393a1b087ea006da33926?cid=930456c642564135939390fde3dd06bf,0.0543,115.996,4,https://i.scdn.co/image/c38feb6621917b56f341a123b6e1c0f831fdfee1,0.96
0.0413,9/26/16,Mounika,0.297,158125,0.921,0.337,6,0.116,-8.536,Beautiful Day,36,https://p.scdn.co/mp3-preview/150b6a499889830fbfd67fc58d723e2d9b8bd8b6?cid=930456c642564135939390fde3dd06bf,0.902,169.782,4,https://i.scdn.co/image/8545d728ff1e288fdfdaf3a5757bb8c0e649f12e,0.177
0.133,9/26/16,True Vibenation,0.741,194968,0.531,0.364,1,0.153,-10.569,The World Is Ours,43,https://p.scdn.co/mp3-preview/af407f05f92d048e6e73b5620fb143c5b8318ee7?cid=930456c642564135939390fde3dd06bf,0.0609,129.028,4,https://i.scdn.co/image/7622e18fad016e760c6fb93d4c19f434fffeb221,0.213
0.767,9/25/16,Hamilton Leithauser + Rostam,0.325,243987,0.507,2.19E-05,7,0.429,-6.979,Peaceful Morning,46,https://p.scdn.co/mp3-preview/5ce08ab09439f3abc743690889b2a984548a4c5a?cid=930456c642564135939390fde3dd06bf,0.0273,77.056,4,https://i.scdn.co/image/843772aced01a4fd70d21d360e47a1999c3a75f2,0.687
0.319,9/25/16,The Derevolutions,0.836,251886,0.943,0.00207,5,0.0917,-3.174,Music,29,https://p.scdn.co/mp3-preview/f059eab4e85769a3deba019443b9249def7e6fad?cid=930456c642564135939390fde3dd06bf,0.062,116.034,4,https://i.scdn.co/image/9b9c9a8ed2d30125fd28b51e88a80239270103b3,0.91
0.00599,9/25/16,STRFKR,0.644,194107,0.913,0.602,7,0.311,-3.04,Tape Machine,38,,0.0316,100.014,4,https://i.scdn.co/image/632cd7f0f1a23dd56bacc9b3cda30b7a8d64a4b1,0.596
0.0255,9/22/16,MisterWives,0.682,186440,0.68,0.0208,2,0.1,-5.443,Reflections,64,https://p.scdn.co/mp3-preview/1bb097fc0c1eec6c320bbd5cf4295c39b07bfbab?cid=930456c642564135939390fde3dd06bf,0.0299,111.035,4,https://i.scdn.co/image/a01b167833bc5f17e6a8be6604dd50bb05d16e24,0.599
0.0165,9/21/16,Zeds Dead,0.445,214747,0.927,0.00593,11,0.24,-5.003,Frontlines,53,https://p.scdn.co/mp3-preview/15b827a0258f1d49a34876efbf20b081ff9d031f?cid=930456c642564135939390fde3dd06bf,0.0736,151.923,4,https://i.scdn.co/image/8ba92ad6a597b9797d77847fddbf743d7b934a5c,0.105
0.0925,9/21/16,Meadowlark,0.583,195920,0.541,1.59E-05,1,0.375,-6.605,Headlights,51,https://p.scdn.co/mp3-preview/9e4bbc15f1235e11782e13bde90dceac28649584?cid=930456c642564135939390fde3dd06bf,0.0686,88.971,4,https://i.scdn.co/image/6778d516d35a4548ef95d5444a49e5e5bbf18e1b,0.237
0.491,9/21/16,Ta-ku,0.493,208421,0.483,0.0207,6,0.107,-10.987,Love Somebody,55,https://p.scdn.co/mp3-preview/5187176d07959f1db91f0094ae036217cb8ffc4e?cid=930456c642564135939390fde3dd06bf,0.0364,94.992,4,https://i.scdn.co/image/fa983fdaaf1617ac44c8b699f8dd444d9b9d2e29,0.214
0.0105,9/20/16,The Young Wild,0.535,197400,0.632,8.60E-05,0,0.0728,-6.135,Not a One,54,https://p.scdn.co/mp3-preview/8c394cf40f3541cb2297cdcaae5f5ae05efc9d6e?cid=930456c642564135939390fde3dd06bf,0.0406,78.98,4,https://i.scdn.co/image/b283fe8ebf22a11a6627a8febadf1b29aa1518e3,0.306
0.011,9/19/16,Dua Lipa,0.532,187958,0.868,0,3,0.0584,-4.23,Hotter Than Hell,74,https://p.scdn.co/mp3-preview/1c70d94725848c1818803314ee6b776d126f9e41?cid=930456c642564135939390fde3dd06bf,0.0908,110.127,4,https://i.scdn.co/image/9bc4c031706a1b15996aeaa74ef7ef4d067b79bd,0.538
0.482,9/19/16,Kultur,0.491,233621,0.442,7.96E-05,1,0.161,-10.154,Feathers,39,https://p.scdn.co/mp3-preview/b269e1243431510daf2c5472c477401b8e0f9e99?cid=930456c642564135939390fde3dd06bf,0.0545,149.986,4,https://i.scdn.co/image/0eb97d74bdb2d86de76419f382eaf7ad449c7da1,0.127
0.135,9/19/16,Two Another,0.795,218926,0.549,0.000109,2,0.115,-7.791,Keeping Me Under,52,https://p.scdn.co/mp3-preview/772c5a6c7f3f6f7ca9ed5649a30716e69fb9a6fe?cid=930456c642564135939390fde3dd06bf,0.088,108.012,4,https://i.scdn.co/image/9982f465ca3a2a80f93ae457aa97f8ddbe65d4a0,0.592
0.0106,9/19/16,Alina Baraz,0.824,184985,0.456,0.00252,5,0.0852,-10.515,Can I - Tez Cadey Remix,50,https://p.scdn.co/mp3-preview/6a6a8cbca35d8c05c35ccaeb126e347a33fa3fdd?cid=930456c642564135939390fde3dd06bf,0.0427,121.992,4,https://i.scdn.co/image/549b1c74f0c37b4635bfd5731dd3aaef71797b38,0.379
0.00319,9/19/16,Gryffin,0.697,188107,0.754,0.0394,7,0.0971,-4.88,Heading Home - Imagined Herbal Flows Remix,39,https://p.scdn.co/mp3-preview/8a173a38d8ebc7632192db1fc82ae1454e5c0b3b?cid=930456c642564135939390fde3dd06bf,0.0338,110.951,4,https://i.scdn.co/image/7f07644d032064a29bfe45566a7a745787f18fa4,0.161
0.00132,9/19/16,M83,0.497,235733,0.742,0.0395,7,0.0522,-6.353,Go! (feat. Mai Lan),58,https://p.scdn.co/mp3-preview/007031a737a0f4a54693d15d763b60cd96ec8776?cid=930456c642564135939390fde3dd06bf,0.0291,90.994,4,https://i.scdn.co/image/db9fd00561b53da67179a275003dfb79c85a7e54,0.203
0.162,9/19/16,Trinix,0.8,209655,0.612,0.0155,5,0.699,-7.469,Ongoing Thing,38,https://p.scdn.co/mp3-preview/c5b2c90b36d0ced47260fde48cc6c48ccff0f6cc?cid=930456c642564135939390fde3dd06bf,0.122,87.009,4,https://i.scdn.co/image/01326846e98dd34808f5631cb5e3d4d49acc235f,0.471
0.0182,9/19/16,Anna Yvette,0.326,231226,0.795,0,9,0.356,-2.773,Summer Never Ends,42,https://p.scdn.co/mp3-preview/7b03e6504077f0b6248f3a8c18ae16fb74a96357?cid=930456c642564135939390fde3dd06bf,0.0419,81.912,4,https://i.scdn.co/image/b7b1b54ca7e18d4844121030b660ad154d34ad33,0.431
0.000693,9/19/16,Miike Snow,0.529,248333,0.649,0.000519,9,0.347,-6.048,Longshot (7 Nights),45,https://p.scdn.co/mp3-preview/7437b098668c54bd09659752fa40358201a358ab?cid=930456c642564135939390fde3dd06bf,0.0272,78.996,4,https://i.scdn.co/image/a4d3853cc7a965fca33ef33b03474e3c78d296cc,0.378
0.0633,9/19/16,Miike Snow,0.584,195227,0.796,0.000247,0,0.318,-4.951,Lonely Life,46,https://p.scdn.co/mp3-preview/7ba37e4569f08e73341eb8f4bb7dcdab1df7fc59?cid=930456c642564135939390fde3dd06bf,0.0362,92.011,4,https://i.scdn.co/image/a4d3853cc7a965fca33ef33b03474e3c78d296cc,0.371
0.0336,9/19/16,Miike Snow,0.655,223095,0.827,0.842,10,0.866,-7.084,My Trigger - Higher Self Remix,29,https://p.scdn.co/mp3-preview/903d2469b9560a60c4c6df94cda3de9960b0ee7b?cid=930456c642564135939390fde3dd06bf,0.0517,126.01,4,https://i.scdn.co/image/d77b59b14af941aa02bdf186fc1222e4948f9261,0.475
0.00596,9/19/16,Miike Snow,0.693,251385,0.865,0.00115,7,0.0661,-2.528,My Trigger - Olin Batista Remix,40,https://p.scdn.co/mp3-preview/56eabba3f25844adf9d39152b907b0d65890a44d?cid=930456c642564135939390fde3dd06bf,0.119,122.989,4,https://i.scdn.co/image/d77b59b14af941aa02bdf186fc1222e4948f9261,0.796
0.7,9/19/16,Miike Snow,0.806,216227,0.681,0.00851,4,0.0762,-4.436,Back Of The Car,49,https://p.scdn.co/mp3-preview/47af79d0df7fe48a0b0699a0434e082fd7dc04ea?cid=930456c642564135939390fde3dd06bf,0.0287,93.956,4,https://i.scdn.co/image/a4d3853cc7a965fca33ef33b03474e3c78d296cc,0.95
0.208,9/19/16,Miike Snow,0.58,239880,0.832,0.00103,5,0.299,-3.934,The Heart Of Me,57,https://p.scdn.co/mp3-preview/544d40e3f49bc62372af541a20dd66082e19af85?cid=930456c642564135939390fde3dd06bf,0.0313,101.972,4,https://i.scdn.co/image/a4d3853cc7a965fca33ef33b03474e3c78d296cc,0.572
0.043,9/16/16,Khruangbin,0.551,159013,0.648,0.655,7,0.41,-13.088,People Everywhere (Still Alive),49,https://p.scdn.co/mp3-preview/2532863ac36fdce27ddd782db00247167991e7bd?cid=930456c642564135939390fde3dd06bf,0.0627,109.209,4,https://i.scdn.co/image/70ca2229ba3d46a3f766e07a8cc705178cf9384a,0.8
0.571,9/16/16,The Beach Boys,0.351,123600,0.579,7.95E-05,6,0.216,-7.557,In the Parkin' Lot,23,https://p.scdn.co/mp3-preview/c637db0ee1e79e0da9fdbbcd71ee29d77aaa68b0?cid=930456c642564135939390fde3dd06bf,0.033,154.742,4,https://i.scdn.co/image/fba567bb7bdd2e5f84b7cf1502f0adff07b2039b,0.921
0.0666,9/16/16,The Beach Boys,0.487,169933,0.464,0.00531,4,0.105,-9.821,Don't Worry Baby,58,https://p.scdn.co/mp3-preview/48090b2cc102c2c820a26eced22ab57542c4f26b?cid=930456c642564135939390fde3dd06bf,0.03,121.242,4,https://i.scdn.co/image/fba567bb7bdd2e5f84b7cf1502f0adff07b2039b,0.864
0.0856,9/15/16,Matoma,0.601,211200,0.682,0.00384,10,0.132,-5.905,Running Out,71,https://p.scdn.co/mp3-preview/befa2bc36a0fe3b7020c6f34dec0d9c97452410d?cid=930456c642564135939390fde3dd06bf,0.0338,94.999,4,https://i.scdn.co/image/2655761bb2aa5e71e56b9cb35c83d76139b98faf,0.162
0.000243,9/13/16,Groove Armada,0.461,416958,0.797,0.212,4,0.315,-5.379,Paper Romance,27,https://p.scdn.co/mp3-preview/09ed3703319ec600ba964df6e018fa17c0c7c732?cid=930456c642564135939390fde3dd06bf,0.0386,123.035,4,https://i.scdn.co/image/f88e5f4d90dea32845f61bad494ea0076cfa1014,0.105
0.000843,9/12/16,Pryda,0.712,476339,0.54,0.903,11,0.13,-9.679,Neuron,36,https://p.scdn.co/mp3-preview/8b85c03ee6692ba4d93192699fce0a7d51f16fc0?cid=930456c642564135939390fde3dd06bf,0.032,127.009,4,https://i.scdn.co/image/15cfb55a1a0fc657359cc0bee0cfee2edaf4a339,0.0505
0.214,9/12/16,Laurent Wolf,0.753,201160,0.804,2.54E-06,3,0.135,-3.139,No Stress - Radio Edit,34,https://p.scdn.co/mp3-preview/a9f6d2d97eb82f13edf0f4ca1c72251d9f46b2dc?cid=930456c642564135939390fde3dd06bf,0.0607,129.988,4,https://i.scdn.co/image/b36366025789e14c2db4a464b82ed707cbd3ce09,0.858
0.01,9/12/16,David Guetta,0.652,211867,0.922,0.0189,0,0.366,-3.267,Sun Goes Down (feat. MAGIC! & Sonny Wilson),35,https://p.scdn.co/mp3-preview/3b4dea4fa7171e43102c169bb9ab8ff154e118b9?cid=930456c642564135939390fde3dd06bf,0.068,127.997,4,https://i.scdn.co/image/6e94ab39c917096d876b895dbab0019953d27a96,0.702
0.292,9/12/16,Moby,0.0714,255333,0.207,6.92E-05,0,0.0889,-14.578,When It's Cold I'd Like to Die,42,https://p.scdn.co/mp3-preview/e2ac072b463e920b0ea4cdc45e28b1c96293472d?cid=930456c642564135939390fde3dd06bf,0.037,77.434,3,https://i.scdn.co/image/03b93a5d14f16deed2bb5859ebf714dcbbf2fdbd,0.039
0.018,9/12/16,AllttA,0.631,232552,0.73,2.50E-05,2,0.213,-7.461,The Woods,44,https://p.scdn.co/mp3-preview/202a8422d775e2bec5726c2378d3d8701f60ac2f?cid=930456c642564135939390fde3dd06bf,0.236,159.927,4,https://i.scdn.co/image/8bcf5771a0d693a3905befc7523313c5a63567cd,0.484
0.169,9/12/16,DROELOE,0.753,185809,0.789,0.0347,6,0.0554,-4.837,Shibuya,46,https://p.scdn.co/mp3-preview/020182b621cf38662cff0bd486e22acb059963d6?cid=930456c642564135939390fde3dd06bf,0.275,75.002,4,https://i.scdn.co/image/2805b04a33227cfb022fc369a7c3eac83ef4e143,0.522
0.112,9/12/16,Elohim,0.772,218135,0.765,0.00718,9,0.0998,-6.281,Hallucinating,53,https://p.scdn.co/mp3-preview/887b9f9db95e0acc471f07d9108a1b564f27525c?cid=930456c642564135939390fde3dd06bf,0.0452,107.015,4,https://i.scdn.co/image/8482e79af3baf03c92093735c64b65cc0ef43cbb,0.657
0.306,9/12/16,TOKiMONSTA,0.779,183333,0.624,5.93E-06,3,0.0967,-6.837,Put It Down (feat. Anderson .Paak & KRNE),50,https://p.scdn.co/mp3-preview/e121073c5363243db84a857caeab5c6988335caa?cid=930456c642564135939390fde3dd06bf,0.0521,143.996,4,https://i.scdn.co/image/01d455c0555974b17fb7f480198bfc7efc5d96b9,0.258
0.237,9/11/16,Glass Animals,0.486,262540,0.444,0.00562,11,0.139,-7.805,Poplar St,58,https://p.scdn.co/mp3-preview/b675dc2dc54f1bbdf41d26105f60dcbcf304b0e0?cid=930456c642564135939390fde3dd06bf,0.0343,68.948,4,https://i.scdn.co/image/1ad69327d5e8ee9d4347d7273ecbfb0c472f18c0,0.234
0.56,9/10/16,Hamilton Leithauser + Rostam,0.648,254867,0.647,0.000117,1,0.176,-6.608,When The Truth Is...,18,,0.0333,82.509,3,https://i.scdn.co/image/88f5b3de50687deb2c1eb7f8e41c92820c35ef5d,0.467
0.642,9/10/16,Hamilton Leithauser + Rostam,0.486,248653,0.848,0,7,0.311,-4.221,A 1000 Times,22,,0.101,183.92,4,https://i.scdn.co/image/d89efd4e7391ba71ee97e2531b2be6bdbcd780f4,0.707
0.803,9/10/16,Hamilton Leithauser + Rostam,0.516,195800,0.289,0.199,8,0.115,-10.908,In a Black Out,25,,0.0287,87.972,4,https://i.scdn.co/image/bbb1bd235b1f7a5d2c9b932907eecaebf5a25a7d,0.431
0.0363,9/6/16,Kanye West,0.386,181573,0.587,3.71E-06,10,0.332,-4.454,Waves,77,https://p.scdn.co/mp3-preview/59b7fa2f29a97bfda9772782d0cb5347a2d63ea8?cid=930456c642564135939390fde3dd06bf,0.0519,96.072,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.0423
0.0602,9/6/16,Kanye West,0.474,196040,0.741,0,6,0.115,-3.69,Famous,79,https://p.scdn.co/mp3-preview/38ff358b9c9539de9d579352ac0f3f2875383761?cid=930456c642564135939390fde3dd06bf,0.111,174.1,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.429
0.142,9/6/16,Kanye West,0.714,135920,0.566,1.25E-06,7,0.57,-4.408,Father Stretch My Hands Pt. 1,80,https://p.scdn.co/mp3-preview/c06126ce865f0355269220872536f3f43d112aca?cid=930456c642564135939390fde3dd06bf,0.056,113.074,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.429
0.577,9/6/16,Kanye West,0.67,130293,0.724,0,11,0.789,-4.141,Pt. 2,74,https://p.scdn.co/mp3-preview/07d650b0dc0ae5909d805c3e9f7eeb8883ba7aec?cid=930456c642564135939390fde3dd06bf,0.361,145.105,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.27
0.637,9/6/16,Kanye West,0.596,320680,0.393,0,8,0.539,-8.714,Ultralight Beam,75,https://p.scdn.co/mp3-preview/ac72493a5aa36000a9ce2dc5eb6f94e4f862f761?cid=930456c642564135939390fde3dd06bf,0.383,107.425,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.363
0.914,9/6/16,Andy Williams,0.413,142000,0.164,1.40E-05,0,0.0883,-14.579,Can't Get Used to Losing You - Single Version,38,https://p.scdn.co/mp3-preview/b897231261179cecce24d839266daccdde01f95c?cid=930456c642564135939390fde3dd06bf,0.0378,183.178,4,https://i.scdn.co/image/298e476e0b2ccd0e1ee881938d6a57b9ca5ecbc1,0.804
0.05,9/6/16,Jon Bellion,0.459,219584,0.63,0,8,0.0695,-5.415,Woke The F*ck Up,67,https://p.scdn.co/mp3-preview/97275865d8d54320778b7ea55cc50e4d5a85f226?cid=930456c642564135939390fde3dd06bf,0.133,91.731,4,https://i.scdn.co/image/1b9620a8657dd6853437d914896cd314cde1e19c,0.599
0.0886,9/6/16,Anthm,0.765,202241,0.736,0,11,0.128,-6.785,God of Joy,51,https://p.scdn.co/mp3-preview/93a149b8466b436fc3d38dd1af53d0fcb9958ece?cid=930456c642564135939390fde3dd06bf,0.11,124.939,4,https://i.scdn.co/image/eaef20a513f4449c5f2891e41af0bffb4afda1a5,0.683
0.134,9/6/16,Ev Vinyls,0.631,213942,0.77,1.09E-06,10,0.041,-9.647,High You Are Remix - Branchez Mix,47,https://p.scdn.co/mp3-preview/c718548f21d55062c52f0a0833ac8761444cdaa9?cid=930456c642564135939390fde3dd06bf,0.199,137.025,4,https://i.scdn.co/image/c449aac109f37b4df1341367dec8ef8d4ec7159e,0.491
0.0101,9/6/16,UNO Stereo,0.621,218476,0.773,0.119,5,0.109,-7.242,Got U,48,https://p.scdn.co/mp3-preview/6755cc0bdbc97b7117d270362931553f1c744669?cid=930456c642564135939390fde3dd06bf,0.0524,89.986,4,https://i.scdn.co/image/a3daef3e2299b8f0801f00ea31b6ce379bed7b79,0.357
0.114,9/1/16,Lucian,0.704,168138,0.643,2.25E-05,5,0.529,-4.787,Down the Middle (feat. Kid Coyote),41,https://p.scdn.co/mp3-preview/e6a4123c766cc53251e4af997de7f479399fa095?cid=930456c642564135939390fde3dd06bf,0.0969,135.34,4,https://i.scdn.co/image/021e566732e903610385e6c7a10a6a4dcf9d0d6b,0.37
0.259,9/1/16,MÃ¶we,0.84,383226,0.762,0.493,1,0.0658,-8.671,Sonnenkind - MÃ–WE Remix,54,https://p.scdn.co/mp3-preview/161b892ba74dcc154d2ec30b2ffccadfff0b045d?cid=930456c642564135939390fde3dd06bf,0.049,124.031,4,https://i.scdn.co/image/a28f902651b45ecdc2d00fcc467e96d5ba90d4db,0.797
0.46,9/1/16,Birdy,0.639,207146,0.931,0,11,0.0942,-1.73,Keeping Your Head Up - Don Diablo Remix [Radio Edit],66,https://p.scdn.co/mp3-preview/6af69d5a69aef870e0339f445ab5e9a92e29338e?cid=930456c642564135939390fde3dd06bf,0.0708,126.084,4,https://i.scdn.co/image/c1a06cf9cc3997c31f9eaf0eb20bcd0441b3e5a5,0.487
