acousticness,added_at,artist,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,name,popularity,preview_url,speechiness,tempo,time_signature,track_img,valence
0.0938,5/6/16,Klingande,0.617,217015,0.675,9.45E-05,6,0.0945,-6.695,Losing U - Original Mix,59,https://p.scdn.co/mp3-preview/c815d7f206adc4841e84b4fc9442a1123442740b?cid=930456c642564135939390fde3dd06bf,0.0316,122.009,4,https://i.scdn.co/image/554cbf8626afac16a522c3b0695d3ed765ef6bd1,0.218
0.0746,5/4/16,Bearson,0.601,182667,0.612,1.75E-06,0,0.0797,-8.524,Want You,61,https://p.scdn.co/mp3-preview/ddf2d17256615a1ea4072e2c0146d00fce0ef4f7?cid=930456c642564135939390fde3dd06bf,0.0808,89.924,4,https://i.scdn.co/image/8a19e7d2a78ebb71c06e2627df227a70cae2c387,0.353
0.692,5/2/16,Nameless Warning,0.797,254634,0.654,0.000161,11,0.197,-8.712,Things in Life,36,https://p.scdn.co/mp3-preview/e83e89ac2219c9e7345038d8b22a75bd27a5dfbd?cid=930456c642564135939390fde3dd06bf,0.0973,115.019,4,https://i.scdn.co/image/1344acb487388b3759a7c2f5904fee1da9268c07,0.379
0.0007,5/2/16,Kenton Slash Demon,0.575,413219,0.494,0.727,11,0.109,-7.942,Harpe,44,https://p.scdn.co/mp3-preview/05b4389a3020845fe3e1452436b9395ced4959c3?cid=930456c642564135939390fde3dd06bf,0.05,126.001,4,https://i.scdn.co/image/140538a307fda95cdb684145f4c34f94d22046db,0.0841
0.211,5/2/16,Yes Nice,0.813,211091,0.91,0.309,5,0.0781,-7.623,White Washed Walls - Remix Radio Version,10,https://p.scdn.co/mp3-preview/d9e76e765e49d0f21ecb770d0f31c905f5f6dd3c?cid=930456c642564135939390fde3dd06bf,0.0339,109.99,4,https://i.scdn.co/image/c541333d3d9475561c75f4f677f818a0ae837547,0.975
0.466,4/29/16,The Archies,0.736,167187,0.871,0,2,0.108,-2.786,"Sugar, Sugar",65,https://p.scdn.co/mp3-preview/2a0162c998b70dd31d0b51ba8c5695969f14dd60?cid=930456c642564135939390fde3dd06bf,0.0278,122.395,4,https://i.scdn.co/image/15ef4123eade48984ea6f4b7fd3dae093a3d9b16,0.966
0.0605,4/29/16,Croatia Squad,0.767,156639,0.898,0.00252,10,0.377,-3.715,2 up in the Morning - Radio Mix,48,https://p.scdn.co/mp3-preview/f729d1486e03fc454a55f6c33a0057b4a1883bd1?cid=930456c642564135939390fde3dd06bf,0.0929,121.976,4,https://i.scdn.co/image/aac1931ab9d895973119fd351e3562b9f049ceab,0.498
0.000943,4/29/16,Wildcat! Wildcat!,0.488,213003,0.765,0.00074,11,0.109,-5.094,Garden Grays,1,,0.0278,93.994,4,https://i.scdn.co/image/bffcffb34668e9209475149157db03d9f6ff9a96,0.26
0.00279,4/29/16,Me & My Toothbrush,0.752,178577,0.911,0.809,10,0.0756,-3.748,Gold Member - Radio Mix,39,https://p.scdn.co/mp3-preview/05bda249f2c101753102131b9c09f34bb446f700?cid=930456c642564135939390fde3dd06bf,0.049,122.987,4,https://i.scdn.co/image/e4678169903fac77a0b17187a124b474892b193f,0.906
0.0452,4/29/16,Melvv,0.585,144000,0.625,0.894,8,0.115,-7.866,Vibe,58,https://p.scdn.co/mp3-preview/b054c14411eae5962a2fe072cf9fe3f001c47dec?cid=930456c642564135939390fde3dd06bf,0.0883,79.991,4,https://i.scdn.co/image/de46587bff8955eb93fa0f88f24580dd81b858be,0.48
0.629,4/29/16,Billie Eilish,0.594,296276,0.481,0.0126,4,0.0939,-8.525,Ocean Eyes (Astronomyy Edit),67,https://p.scdn.co/mp3-preview/6c4aed170df0caad21a15ecb3947be47c1e0a74e?cid=930456c642564135939390fde3dd06bf,0.0353,144.941,4,https://i.scdn.co/image/a93870eefc83b44da74956988c6ff92b11fb7f0c,0.0668
0.425,4/29/16,Sam Feldt,0.779,163527,0.695,0.000769,1,0.107,-6.064,Been A While,69,https://p.scdn.co/mp3-preview/07611b1bb22a94d34a45fe92d959bced8b1d66ec?cid=930456c642564135939390fde3dd06bf,0.031,120.004,4,https://i.scdn.co/image/7032affcc92150271f798b531fafec2b365983d7,0.383
0.625,4/27/16,The Temptations,0.579,165000,0.419,0,0,0.0981,-10.72,My Girl,67,https://p.scdn.co/mp3-preview/3ce5f09bdafecac6f06edc080f3c2fe93dd4f74b?cid=930456c642564135939390fde3dd06bf,0.0346,104.564,4,https://i.scdn.co/image/ebe09171c63579b9c95bd16b80ca5759eb2c65b9,0.681
0.57,4/27/16,Tourist,0.556,359785,0.898,0.897,1,0.0951,-5.465,Run,13,,0.0587,125.99,4,https://i.scdn.co/image/44dcc5f6b114565e72cd3417fdf171848bbe7d63,0.124
0.0141,4/27/16,Natema,0.804,224324,0.77,0.00932,4,0.248,-4.013,Run Away - Radio Mix,41,https://p.scdn.co/mp3-preview/3b0509561e78a0faa16dad15894cef52208f7310?cid=930456c642564135939390fde3dd06bf,0.0335,122.021,4,https://i.scdn.co/image/c0434cf1dc2245c68aeca8a43b30aa36614bf675,0.967
0.00366,4/27/16,Sugar Hill,0.92,319808,0.851,0.928,10,0.156,-5.758,F.E.V.E.R - Original mix,39,https://p.scdn.co/mp3-preview/93d40b4bde3b5fc9566b193587e57cd739496324?cid=930456c642564135939390fde3dd06bf,0.0333,122.991,4,https://i.scdn.co/image/8e7164a5ec8f1e609875a55343f91cccff3083ab,0.789
0.0403,4/27/16,LVTHER,0.493,194290,0.931,0.00228,11,0.258,-4.387,Some Kind of Magic (feat. MYZICA),53,https://p.scdn.co/mp3-preview/302da1177772c48117c1acc84b404325aacff2b2?cid=930456c642564135939390fde3dd06bf,0.0482,168.019,4,https://i.scdn.co/image/e0a4f73ea688c9870a74ebebb66dabed68b8eab6,0.293
0.122,4/27/16,Arpyem,0.684,213970,0.765,0.000671,4,0.0635,-5.562,Parking Lots (Arpyem Remix),45,https://p.scdn.co/mp3-preview/f8b80899d64bcdddcc0da1de2ce9826ff87af058?cid=930456c642564135939390fde3dd06bf,0.113,91.02,4,https://i.scdn.co/image/20484d3178e11f433c62fb1a33b5f60c10b36a20,0.412
0.0123,4/25/16,Apex Rise,0.507,340585,0.795,0.116,6,0.176,-3.044,Take U Out,48,https://p.scdn.co/mp3-preview/e676589a8131fb91bb352741702e521a11709e8e?cid=930456c642564135939390fde3dd06bf,0.0421,159.989,4,https://i.scdn.co/image/fd63ab2c58fb48d1fe34a735ae33663d2190f266,0.0662
0.237,4/25/16,Revive Us,0.515,297000,0.77,0.000131,7,0.126,-4.484,Immortalized,32,https://p.scdn.co/mp3-preview/d07d2ce0e56743e38f2a8f6cd087b2806a80c56c?cid=930456c642564135939390fde3dd06bf,0.075,160.113,4,https://i.scdn.co/image/296334f9516268788fc59e7a8d17181d7dc05d59,0.206
0.0828,4/25/16,BenZel,0.663,188133,0.572,0.000523,10,0.219,-8.513,Just A Thought,44,https://p.scdn.co/mp3-preview/a6557fab7be7c37485db1c0fc8c2ae1f4e4efcdf?cid=930456c642564135939390fde3dd06bf,0.0363,137.967,4,https://i.scdn.co/image/ec78afa522789409fddf22e8f890a4f87b9fe772,0.236
0.0354,4/25/16,Robby Hunter Band,0.483,178500,0.722,0.253,3,0.614,-8.494,Magic City Hippies,40,https://p.scdn.co/mp3-preview/9846114aea91c6a4b4784416c94d4dcf1d6ad1c8?cid=930456c642564135939390fde3dd06bf,0.0351,80.007,4,https://i.scdn.co/image/7598469acbd2a151937cb2aec6dbaadcfa6d688c,0.642
0.08,4/25/16,Goldroom,0.762,205227,0.875,0.000347,9,0.0612,-5.58,Embrace - Le Youth Radio Mix,6,,0.0503,124.025,4,https://i.scdn.co/image/6d96c56636206c6b268a0b6d7c084b2585dca466,0.856
0.136,4/25/16,Wild Belle,0.736,232733,0.867,0.279,6,0.0319,-4.862,Giving Up On You - Ticklah Remix,36,https://p.scdn.co/mp3-preview/925dcb922e6fae36d8838b4a8a4a9005b2684d5f?cid=930456c642564135939390fde3dd06bf,0.0447,79.488,4,https://i.scdn.co/image/e1590971377ca6f1315b58a8eaffd55309e5729c,0.969
0.0668,4/25/16,Flume,0.598,262521,0.532,3.22E-06,3,0.0617,-6.833,Say It (feat. Tove Lo),74,https://p.scdn.co/mp3-preview/ca4554aaf3bee6016f2fb657b4473900fdca19ba?cid=930456c642564135939390fde3dd06bf,0.0295,74.963,4,https://i.scdn.co/image/da7bf4f41113721a13ad8197e0113b0487af8a62,0.275
0.001,4/23/16,Cults,0.317,151733,0.568,0,11,0.0813,-6.02,You Know What I Mean,48,https://p.scdn.co/mp3-preview/b221dc409ba773016e7267ccc4dba878b8f3d717?cid=930456c642564135939390fde3dd06bf,0.0297,180.099,3,https://i.scdn.co/image/d0266856bf13f131051c3ef1b683953c01c5ff94,0.304
0.00181,4/23/16,Cults,0.174,223747,0.742,0.281,8,0.198,-5.93,Always Forever,55,https://p.scdn.co/mp3-preview/9b23a0ddc45f6c01ed417d0852950d51c46d7d12?cid=930456c642564135939390fde3dd06bf,0.0485,163.378,4,https://i.scdn.co/image/d56c00359863b1a58cf9b57fa24696cafde03958,0.376
0.115,4/23/16,Cults,0.374,204400,0.697,0.893,2,0.343,-6.758,Go Outside,56,https://p.scdn.co/mp3-preview/c7996785c930e4eb1a70e2ce33b17c8919f24800?cid=930456c642564135939390fde3dd06bf,0.0331,77.549,4,https://i.scdn.co/image/d0266856bf13f131051c3ef1b683953c01c5ff94,0.496
0.858,4/20/16,Finding Hope,0.661,254694,0.374,0.878,3,0.126,-14.253,Falling Into Place,53,https://p.scdn.co/mp3-preview/ff45138b4fa62e2e083d86c16d6b31eca1682e5f?cid=930456c642564135939390fde3dd06bf,0.0489,140.081,4,https://i.scdn.co/image/4d3359223982b0dd1220d930d861223e7cb55bb5,0.0385
0.00201,4/20/16,AlunaGeorge,0.754,191398,0.691,0.664,8,0.107,-7.875,Supernatural,46,https://p.scdn.co/mp3-preview/2e14bc835fa908610691c43a0b2734b16660ea71?cid=930456c642564135939390fde3dd06bf,0.0453,116.987,4,https://i.scdn.co/image/8ab20cbeee10f3ce7ae709c0ed279a686ae8c9e1,0.6
0.0605,4/19/16,MORTEN,0.84,275343,0.616,0.03,2,0.116,-7.486,Beautiful Heartbeat - Deorro Remix,57,https://p.scdn.co/mp3-preview/5e3adb8d3520a5e2115da96e48945a9965a07d7d?cid=930456c642564135939390fde3dd06bf,0.0643,130.037,4,https://i.scdn.co/image/8090ec1a3c6a96090e63ed45f677adc8d7c538ac,0.329
0.0132,4/19/16,Gryffin,0.578,271147,0.919,0.000321,11,0.185,-4.091,Heading Home,60,https://p.scdn.co/mp3-preview/4f06b0db4f52dfd838963c657da991957ccb2a64?cid=930456c642564135939390fde3dd06bf,0.0609,118.085,4,https://i.scdn.co/image/00945a692b207e18c0459c592a813afe4e39ebe0,0.256
0.675,4/19/16,The Rolling Stones,0.319,448720,0.627,7.29E-05,0,0.289,-9.611,You Can't Always Get What You Want,57,https://p.scdn.co/mp3-preview/8a5c2fda4efb1619e3ac81c03b5f692ed637e83f?cid=930456c642564135939390fde3dd06bf,0.0687,85.818,4,https://i.scdn.co/image/eda50e6eb9d59e339baf96b3b98d6e9ae8a8ee95,0.502
0.493,4/18/16,Awon,0.674,267907,0.625,2.88E-06,9,0.16,-8.7,Take Time,46,https://p.scdn.co/mp3-preview/6f7206a201ae2c725ded72dcbb4f7727ff08cb72?cid=930456c642564135939390fde3dd06bf,0.0942,171.992,4,https://i.scdn.co/image/c682bd08477204df47a4e4c078cb104a5f264e93,0.617
0.314,4/18/16,Hippie Sabotage,0.43,193427,0.734,0.000286,9,0.0808,-10.043,Able to See Me,58,https://p.scdn.co/mp3-preview/bf22d24138f95d3c61d6f4df27a53e168c3935cb?cid=930456c642564135939390fde3dd06bf,0.102,133.992,4,https://i.scdn.co/image/f77d5bec7c268a28f362e6450c3025dda3836196,0.0537
0.323,4/18/16,Sam Bruno,0.604,261673,0.843,0.00737,2,0.363,-4.666,Search Party - Kazy Lambist Remix,33,https://p.scdn.co/mp3-preview/4af7361763b63dd4ea12cc1fb17bcbf18ff9c0d0?cid=930456c642564135939390fde3dd06bf,0.0536,144.007,4,https://i.scdn.co/image/af32d56cd76787768a1a61979e126092758c4e00,0.743
0.179,4/18/16,Miike Snow,0.758,196957,0.442,1.44E-06,2,0.11,-7.136,Genghis Khan - Louis The Child Remix,59,https://p.scdn.co/mp3-preview/e598bb80c53b1bdaa35918073e72903143af0469?cid=930456c642564135939390fde3dd06bf,0.0765,92.02,4,https://i.scdn.co/image/4bbea8f8995a7405dbf0c026f0033ac2749a6a18,0.474
0.198,4/18/16,Snakehips,0.556,219520,0.847,0,1,0.615,-3.281,Falling,52,https://p.scdn.co/mp3-preview/c5a2fc31d4d7e9ed9b8de7c80b0689a4ae15dba5?cid=930456c642564135939390fde3dd06bf,0.258,94.261,4,https://i.scdn.co/image/753e9ccb666b60803598343d38985823c2e49774,0.525
0.441,4/12/16,Blonde Maze,0.709,205113,0.544,0.953,5,0.16,-10.511,Awake / Asleep,30,https://p.scdn.co/mp3-preview/826c2b96d42ab4ce89973ab1683bc572f43e988d?cid=930456c642564135939390fde3dd06bf,0.0337,114.98,4,https://i.scdn.co/image/5610a2f29954c4cb5b0deec506e02ab5ed1bb09c,0.446
0.0599,4/11/16,Kilter,0.456,224000,0.679,9.03E-06,2,0.0902,-6.908,Fool for You,48,https://p.scdn.co/mp3-preview/f373bdeffe9bd94bdfdd343ea8ca451d83a4910c?cid=930456c642564135939390fde3dd06bf,0.103,83.655,4,https://i.scdn.co/image/699b11e0cb81edfaa6e43e38c6681d5dbcc1f817,0.313
0.153,4/11/16,Sterling Fox,0.423,340000,0.718,0.00324,4,0.0971,-6.191,Freak Caroline,28,https://p.scdn.co/mp3-preview/cd682385150bf3e15700007bdb65ac6e7ca69ee1?cid=930456c642564135939390fde3dd06bf,0.0471,143.926,4,https://i.scdn.co/image/434276c81a593e6b25d8574113f20893ba84c649,0.38
0.011,4/11/16,Oyster Kids,0.585,182246,0.819,0.237,1,0.0582,-6.731,Lips,39,https://p.scdn.co/mp3-preview/8e54407457ba1ea6439789c65c058eb0b36e3051?cid=930456c642564135939390fde3dd06bf,0.0446,134.958,4,https://i.scdn.co/image/40a1a165b4b5d8076979a8f1fdc4a6414a73c69b,0.823
0.72,4/8/16,Mutual Benefit,0.473,275269,0.458,0.543,0,0.107,-10.988,Lost Dreamers,15,https://p.scdn.co/mp3-preview/e17c2787cd8b47ee5303cc94f93525cae92b36dd?cid=930456c642564135939390fde3dd06bf,0.0284,122.422,3,https://i.scdn.co/image/9163603f2c5f997f257be72e1b0cbb70d6f9ae44,0.5
0.187,4/8/16,Von Sell,0.424,253860,0.516,0.00155,9,0.381,-6.407,I Insist,42,https://p.scdn.co/mp3-preview/6718d9fb35dedb09833d34439937ee12added7a9?cid=930456c642564135939390fde3dd06bf,0.042,148.06,4,https://i.scdn.co/image/e4e2d2fa313c35b0301b38edae63d7f31567a5bd,0.333
0.0187,4/7/16,M83,0.58,217440,0.707,0.014,7,0.034,-7.355,"Do It, Try It",3,,0.0363,116.949,4,https://i.scdn.co/image/b2d6f20a25d266ea038c638f48b611cfa1494590,0.156
0.0104,4/6/16,Big Wild,0.602,191007,0.901,0.00677,8,0.0799,-3.842,Aftergold (feat. Tove Styrke),59,https://p.scdn.co/mp3-preview/c09904a930153709379575a9bf14f95fb77d0b8a?cid=930456c642564135939390fde3dd06bf,0.0854,94.57,4,https://i.scdn.co/image/70e45895d1b9a86c20fa15eaab90bc9efd6019c1,0.37
0.264,4/6/16,Sjowgren,0.58,226952,0.665,0.0315,7,0.0695,-6.775,Seventeen,22,,0.043,146.051,4,https://i.scdn.co/image/e9063043fcd39486493eac3730bb0732fe95cd4b,0.337
0.107,4/6/16,Lucius,0.555,267842,0.66,0,0,0.105,-5.497,What We Have (To Change),30,https://p.scdn.co/mp3-preview/baa4637ef06c9c68e0d26246c7c87346331489e4?cid=930456c642564135939390fde3dd06bf,0.0286,94.955,4,https://i.scdn.co/image/9ecc08e3ac54e0f68f8bbbc7bd8048911e69dd79,0.404
0.0107,4/4/16,RJD2,0.747,317933,0.68,0.803,1,0.0964,-6.187,Ghostwriter,63,https://p.scdn.co/mp3-preview/d079b16eb0cae5c54fe3f76df0219c72a2f1e173?cid=930456c642564135939390fde3dd06bf,0.0346,93.804,4,https://i.scdn.co/image/4bb862270fbef9bd21978d2c97f28b9375ea5219,0.58
0.587,4/4/16,Kanye West,0.648,130293,0.737,0,11,0.79,-4.267,Pt. 2,7,,0.371,144.988,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.298
0.127,4/4/16,Kanye West,0.706,135920,0.566,0,7,0.606,-4.403,Father Stretch My Hands Pt. 1,9,,0.0783,113.062,4,https://i.scdn.co/image/443372cd2c6d4245833fb46ac1c5dabca00c78a9,0.38
0.24,4/4/16,Gramatik,0.641,233755,0.621,0.0299,7,0.175,-3.88,Muy Tranquilo,59,https://p.scdn.co/mp3-preview/2a5d68a43d8d757fb2fc13a199f12aeb114ff369?cid=930456c642564135939390fde3dd06bf,0.0524,89.926,4,https://i.scdn.co/image/4822543244acb00561bb43dee4326889d555f058,0.76
0.92,4/4/16,Denitia and Sene,0.434,195840,0.224,0.738,4,0.107,-8.327,breathe.scream.dream.,40,https://p.scdn.co/mp3-preview/24bcceb6a0ae4319f26d4c0060ce5a9f2cc94cbf?cid=930456c642564135939390fde3dd06bf,0.0369,149.679,5,https://i.scdn.co/image/4f6348ae49090796da37eb3d8760d8814d8c9900,0.176
0.117,4/4/16,NÃ¶mak,0.556,97048,0.314,0.000337,7,0.161,-7.978,IT W*O*R*K*S*,31,https://p.scdn.co/mp3-preview/9ae5737774bb31e14892fcd31e2c6f16c6549c1b?cid=930456c642564135939390fde3dd06bf,0.341,136.218,4,https://i.scdn.co/image/99606ba1c5f17debc4e7ddd7050dc193d06a270e,0.197
3.38E-05,4/4/16,Airwolf,0.696,263226,0.921,0.00955,8,0.0503,-2.522,Lose The Lazy,46,https://p.scdn.co/mp3-preview/0732a39099b7aa47ea2c221abd336ed654c3d403?cid=930456c642564135939390fde3dd06bf,0.0309,124.009,4,https://i.scdn.co/image/29ba6fa6f6101e6d4670d5c479a2e31942118fc5,0.382
0.707,4/3/16,The Derevolutions,0.73,259970,0.994,0.871,2,0.261,-0.357,Now You Know My Name,42,https://p.scdn.co/mp3-preview/265c941ea7237aea739242db31b0e4c3a6444b97?cid=930456c642564135939390fde3dd06bf,0.0371,139.997,4,https://i.scdn.co/image/299bc68d594c47fac313122f4f3783ff3874138b,0.965
0.426,4/3/16,The Derevolutions,0.719,218473,0.976,0.689,3,0.247,-0.935,Yell It Out,29,https://p.scdn.co/mp3-preview/31f7582f94cf7444c761fe86fc852fa0eb7927b7?cid=930456c642564135939390fde3dd06bf,0.0331,110.995,4,https://i.scdn.co/image/299bc68d594c47fac313122f4f3783ff3874138b,0.969
0.854,4/3/16,Fleet Foxes,0.314,217120,0.308,0.0117,0,0.0993,-9.117,Montezuma,56,https://p.scdn.co/mp3-preview/52ea11e6149e40ded29f98ffe2a2750e56ac9ea1?cid=930456c642564135939390fde3dd06bf,0.0283,99.214,4,https://i.scdn.co/image/fa85eb38ac5f2ed0a8ee20f24d66677d71101b2c,0.0989
0.104,4/3/16,Coldplay,0.374,436440,0.456,0.000176,6,0.197,-7.352,Everything's Not Lost - Includes Hidden Track 'Life Is For Living',58,https://p.scdn.co/mp3-preview/1c5532cda0a895dc3ebfca227ce70b9f150cb70e?cid=930456c642564135939390fde3dd06bf,0.0369,135.645,4,https://i.scdn.co/image/495b0549379fc4c324445fd7d2bfa219a8c18a90,0.0735
0.869,4/3/16,The Derevolutions,0.386,173637,0.283,3.23E-05,0,0.114,-11.98,My Miserlou,7,https://p.scdn.co/mp3-preview/1cbd083f3640a225b72014c36a861ca40ff55452?cid=930456c642564135939390fde3dd06bf,0.0283,94.915,3,https://i.scdn.co/image/d72fe2846e1f0ff1d11aea3979cf176218fccbef,0.0854
0.118,4/3/16,The Derevolutions,0.744,247992,0.979,0.027,2,0.367,-3.251,Dangerous Lies,15,https://p.scdn.co/mp3-preview/b361a4fadb2775d3261cd67c3315f2b98b2a4110?cid=930456c642564135939390fde3dd06bf,0.0365,134.974,4,https://i.scdn.co/image/d72fe2846e1f0ff1d11aea3979cf176218fccbef,0.842
0.629,4/3/16,The Derevolutions,0.621,260000,0.984,0.823,11,0.109,-3.86,Now You Know My Name (Swimming Pool Mix),5,https://p.scdn.co/mp3-preview/35ce65c06067dad6ab9224a309e9765e2d52605e?cid=930456c642564135939390fde3dd06bf,0.0331,140.021,4,https://i.scdn.co/image/2714906355e22a8f58752c34c91d37cce1d23fad,0.966
0.599,4/3/16,The Derevolutions,0.753,151782,0.897,1.06E-06,0,0.39,-2.453,Jamaica (feat. Obama),12,https://p.scdn.co/mp3-preview/241762646c2f325b8fdbb04aed68b24d66907461?cid=930456c642564135939390fde3dd06bf,0.166,94.02,4,https://i.scdn.co/image/d72fe2846e1f0ff1d11aea3979cf176218fccbef,0.94
0.261,4/3/16,The Derevolutions,0.773,183052,0.975,0.0616,0,0.166,0.501,Automate Your Soul,22,https://p.scdn.co/mp3-preview/45d04adcf24c6ff0f372c0b4e4f978cc9a6de0c8?cid=930456c642564135939390fde3dd06bf,0.0346,127.973,4,https://i.scdn.co/image/299bc68d594c47fac313122f4f3783ff3874138b,0.968
0.165,4/3/16,The Derevolutions,0.652,253955,0.992,0.532,0,0.253,-0.141,Pascualita,25,https://p.scdn.co/mp3-preview/af9828dd8c513cc7efe4eb1e1c5bc1e1d90d8848?cid=930456c642564135939390fde3dd06bf,0.0488,160.01,4,https://i.scdn.co/image/299bc68d594c47fac313122f4f3783ff3874138b,0.965
0.864,4/3/16,Beirut,0.505,238547,0.645,0.0227,7,0.105,-7.738,East Harlem,33,,0.0375,91.84,4,https://i.scdn.co/image/b7fb2c4e6665042280952ec1e9873bae13fc55a9,0.721
0.368,4/3/16,Watsky,0.7,223573,0.746,0,1,0.286,-7.279,Who's Been Loving You?,36,https://p.scdn.co/mp3-preview/884adbf7812a29859c810d4a1b90a52213ea77da?cid=930456c642564135939390fde3dd06bf,0.125,94.947,4,https://i.scdn.co/image/8c12ca9b0825cca828971269cafd05730dc430b2,0.759
0.000663,4/3/16,Eric Turner,0.752,332453,0.365,0.1,4,0.0681,-7.313,Dancing In My Head (Avicii's Been Cursed Remix),20,https://p.scdn.co/mp3-preview/0c7d5af2b4c9e6d862fd68ddf151aa7cd820c606?cid=930456c642564135939390fde3dd06bf,0.0636,125.003,4,https://i.scdn.co/image/41514893e4f12b82ee69e6d29a2789624903ded9,0.231
0.00386,4/3/16,Yelle,0.605,237867,0.815,4.81E-05,11,0.181,-3.216,Que Veux Tu - Madeon Remix,34,https://p.scdn.co/mp3-preview/99db699281c64f99b7dabc210506688020aebdb5?cid=930456c642564135939390fde3dd06bf,0.0442,125.001,4,https://i.scdn.co/image/88c61e30288dc4a9ac4a034b0632a4688651ac62,0.235
0.00485,4/3/16,Hilltop Hoods,0.683,226413,0.869,0,11,0.325,-6.14,I Love It,39,https://p.scdn.co/mp3-preview/a20fb80eb463cc4d0a6ccfbd20f55a6b01baa080?cid=930456c642564135939390fde3dd06bf,0.0701,91.019,4,https://i.scdn.co/image/b74c283b7ece198c064ea40ebb35c8eebd20d60a,0.477
0.136,4/3/16,Sido,0.942,207893,0.585,0,5,0.14,-8.11,Schlechtes Vorbild (Original),63,https://p.scdn.co/mp3-preview/6bcca2f400b965de8573d9af58ee2fbb23b23025?cid=930456c642564135939390fde3dd06bf,0.0957,97.046,4,https://i.scdn.co/image/a26af757b5828bca95de79493111e48807e258c9,0.951
0.123,4/3/16,Drapht,0.662,246787,0.916,0,11,0.77,-3.946,Sing It (The Life of Riley),34,https://p.scdn.co/mp3-preview/9a038531a900350e05d2f0c1a06b19da56612208?cid=930456c642564135939390fde3dd06bf,0.0635,99.952,4,https://i.scdn.co/image/060dcea1e8b2ee27b1947866939ea12587ffcbbb,0.546
7.19E-05,4/3/16,Phantogram,0.558,258187,0.642,0.00746,5,0.201,-5.206,Don't Move,62,https://p.scdn.co/mp3-preview/449a5847540951e26c9af9322e52c98292855041?cid=930456c642564135939390fde3dd06bf,0.0321,99.977,4,https://i.scdn.co/image/185a260bcf0a5e0b9670925a029109a8cc4bb1a7,0.492
0.248,4/3/16,Hermitude,0.576,235187,0.602,0.000609,0,0.144,-6.591,"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",62,https://p.scdn.co/mp3-preview/d313eb6e015b673a69c9092b1cd5054b0ddb6492?cid=930456c642564135939390fde3dd06bf,0.315,141.345,4,https://i.scdn.co/image/2c6508985e4af5cf4fec0e42e1c281a30d85b81c,0.57
0.0914,4/3/16,Hermitude,0.71,202920,0.884,0.00413,7,0.404,-4.178,Speak Of The Devil,42,https://p.scdn.co/mp3-preview/bac6208f3ed33d2351c725616d0cbf031cf71183?cid=930456c642564135939390fde3dd06bf,0.0401,109.999,4,https://i.scdn.co/image/9c3e6d67e53807ab1f287e793c60b477042306d1,0.561
0.0984,4/3/16,GRiZ,0.741,173465,0.716,0.00559,10,0.26,-6.368,For The Love - Big Wild Remix,53,https://p.scdn.co/mp3-preview/48abe6e41e0367ad49ff7897f5e26d08fa67a290?cid=930456c642564135939390fde3dd06bf,0.0948,101.017,4,https://i.scdn.co/image/80829b01e1475a69476e0c57b511d2bb966bafc9,0.576
0.0225,4/3/16,Big Gigantic,0.638,243519,0.891,0.00142,1,0.947,-4.764,Good Times Roll,58,https://p.scdn.co/mp3-preview/d52a98765262e7c8601199b284c9158c6bf6eda3?cid=930456c642564135939390fde3dd06bf,0.108,99.979,4,https://i.scdn.co/image/a18ddf17a19c1449230dca67885e0ad814e1246a,0.534
0.0592,4/2/16,Arty,0.558,268507,0.556,1.47E-05,1,0.119,-7.882,Up All Night - Slander Remix,43,https://p.scdn.co/mp3-preview/6634f8a01d1fd7225109a3a96b2fb2f0bbd83c46?cid=930456c642564135939390fde3dd06bf,0.0423,135.883,4,https://i.scdn.co/image/b46e7c3539eb06353ca25ad80a049de018f355f0,0.34
0.249,4/2/16,RL Grime,0.593,281143,0.966,0.489,5,0.0936,-2.85,Tell Me,49,https://p.scdn.co/mp3-preview/b224ab196ee4aa6625e7b80cc44b76f02c7f4133?cid=930456c642564135939390fde3dd06bf,0.0512,140.051,4,https://i.scdn.co/image/6e0078bbee43fbde100a2d915d6c483cc8a7873a,0.297
0.254,4/2/16,UV boi ÙÅÙˆÙ‚ Ø¨Ù†ÙÅØ_Ø¬Ù_,0.308,188647,0.439,0.922,1,0.102,-11.854,Running Out of Time,31,https://p.scdn.co/mp3-preview/ff00e997ebe52c430bb62882572059adef7a909e?cid=930456c642564135939390fde3dd06bf,0.0357,134.974,4,https://i.scdn.co/image/bc75011595a6e3ad14c173562583286db3f38749,0.255
0.0896,4/2/16,Bob Moses,0.633,305020,0.48,0.355,1,0.0767,-11.952,Stealing Fire,37,,0.0503,120.985,4,https://i.scdn.co/image/f975a2d543acd2faaaf159168cd7e4191989ce6a,0.189
0.786,4/1/16,Yalls,0.632,190867,0.596,0.692,0,0.0993,-7.587,Real Fantasy,15,https://p.scdn.co/mp3-preview/9a7a22dfb0f00a1e801e0cb2b18721fabbd27075?cid=930456c642564135939390fde3dd06bf,0.0269,92.028,4,https://i.scdn.co/image/f0fe507cb32929e2f39a4019b3836de4095bfb19,0.457
